Rank,Num Ways (5 cards),Sample,Abbrev,Description
1561,4,   9 8 6 4 2,   F ,"  Nine-High Flush			 "
1562,4,   9 8 6 3 2,   F ,"  Nine-High Flush			 "
1563,4,   9 8 5 4 3,   F ,"  Nine-High Flush			 "
1564,4,   9 8 5 4 2,   F ,"  Nine-High Flush			 "
1565,4,   9 8 5 3 2,   F ,"  Nine-High Flush			 "
1566,4,   9 8 4 3 2,   F ,"  Nine-High Flush			 "
1567,4,   9 7 6 5 4,   F ,"  Nine-High Flush			 "
1568,4,   9 7 6 5 3,   F ,"  Nine-High Flush			 "
1569,4,   9 7 6 5 2,   F ,"  Nine-High Flush			 "
1570,4,   9 7 6 4 3,   F ,"  Nine-High Flush			 "
1571,4,   9 7 6 4 2,   F ,"  Nine-High Flush			 "
1572,4,   9 7 6 3 2,   F ,"  Nine-High Flush			 "
1573,4,   9 7 5 4 3,   F ,"  Nine-High Flush			 "
1574,4,   9 7 5 4 2,   F ,"  Nine-High Flush			 "
1575,4,   9 7 5 3 2,   F ,"  Nine-High Flush			 "
1576,4,   9 7 4 3 2,   F ,"  Nine-High Flush			 "
1577,4,   9 6 5 4 3,   F ,"  Nine-High Flush			 "
1578,4,   9 6 5 4 2,   F ,"  Nine-High Flush			 "
1579,4,   9 6 5 3 2,   F ,"  Nine-High Flush			 "
1580,4,   9 6 4 3 2,   F ,"  Nine-High Flush			 "
1581,4,   9 5 4 3 2,   F ,"  Nine-High Flush			 "
1582,4,   8 7 6 5 3,   F ,"  Eight-High Flush			 "
1583,4,   8 7 6 5 2,   F ,"  Eight-High Flush			 "
1584,4,   8 7 6 4 3,   F ,"  Eight-High Flush			 "
1585,4,   8 7 6 4 2,   F ,"  Eight-High Flush			 "
1586,4,   8 7 6 3 2,   F ,"  Eight-High Flush			 "
1587,4,   8 7 5 4 3,   F ,"  Eight-High Flush			 "
1588,4,   8 7 5 4 2,   F ,"  Eight-High Flush			 "
1589,4,   8 7 5 3 2,   F ,"  Eight-High Flush			 "
1590,4,   8 7 4 3 2,   F ,"  Eight-High Flush			 "
1591,4,   8 6 5 4 3,   F ,"  Eight-High Flush			 "
1592,4,   8 6 5 4 2,   F ,"  Eight-High Flush			 "
1593,4,   8 6 5 3 2,   F ,"  Eight-High Flush			 "
1594,4,   8 6 4 3 2,   F ,"  Eight-High Flush			 "
1595,4,   8 5 4 3 2,   F ,"  Eight-High Flush			 "
1596,4,   7 6 5 4 2,   F ,"  Seven-High Flush			 "
1597,4,   7 6 5 3 2,   F ,"  Seven-High Flush			 "
1598,4,   7 6 4 3 2,   F ,"  Seven-High Flush			 "
1599,4,   7 5 4 3 2,   F ,"  Seven-High Flush			 "
1600,1020,   A K Q J T,   S ,"  Ace-High Straight		 "
1601,1020,   K Q J T 9,   S ,"  King-High Straight		 "
1602,1020,   Q J T 9 8,   S ,"  Queen-High Straight		 "
1603,1020,   J T 9 8 7,   S ,"  Jack-High Straight		 "
1604,1020,   T 9 8 7 6,   S ,"  Ten-High Straight		 "
1605,1020,   9 8 7 6 5,   S ,"  Nine-High Straight		 "
1606,1020,   8 7 6 5 4,   S ,"  Eight-High Straight		 "
1607,1020,   7 6 5 4 3,   S ,"  Seven-High Straight		 "
1608,1020,   6 5 4 3 2,   S ,"  Six-High Straight		 "
1609,1020,   5 4 3 2 A,   S ,"  Five-High Straight		 "
1610,64,   A A A K Q,   3K,"   Three Aces				 "
1611,64,   A A A K J,   3K,"   Three Aces				 "
1612,64,   A A A K T,   3K,"   Three Aces				 "
1613,64,   A A A K 9,   3K,"   Three Aces				 "
1614,64,   A A A K 8,   3K,"   Three Aces				 "
1615,64,   A A A K 7,   3K,"   Three Aces				 "
1616,64,   A A A K 6,   3K,"   Three Aces				 "
1617,64,   A A A K 5,   3K,"   Three Aces				 "
1618,64,   A A A K 4,   3K,"   Three Aces				 "
1619,64,   A A A K 3,   3K,"   Three Aces				 "
1620,64,   A A A K 2,   3K,"   Three Aces				 "
1621,64,   A A A Q J,   3K,"   Three Aces				 "
1622,64,   A A A Q T,   3K,"   Three Aces				 "
1623,64,   A A A Q 9,   3K,"   Three Aces				 "
1624,64,   A A A Q 8,   3K,"   Three Aces				 "
1625,64,   A A A Q 7,   3K,"   Three Aces				 "
1626,64,   A A A Q 6,   3K,"   Three Aces				 "
1627,64,   A A A Q 5,   3K,"   Three Aces				 "
1628,64,   A A A Q 4,   3K,"   Three Aces				 "
1629,64,   A A A Q 3,   3K,"   Three Aces				 "
1630,64,   A A A Q 2,   3K,"   Three Aces				 "
1631,64,   A A A J T,   3K,"   Three Aces				 "
1632,64,   A A A J 9,   3K,"   Three Aces				 "
1633,64,   A A A J 8,   3K,"   Three Aces				 "
1634,64,   A A A J 7,   3K,"   Three Aces				 "
1635,64,   A A A J 6,   3K,"   Three Aces				 "
1636,64,   A A A J 5,   3K,"   Three Aces				 "
1637,64,   A A A J 4,   3K,"   Three Aces				 "
1638,64,   A A A J 3,   3K,"   Three Aces				 "
1639,64,   A A A J 2,   3K,"   Three Aces				 "
1640,64,   A A A T 9,   3K,"   Three Aces				 "
1641,64,   A A A T 8,   3K,"   Three Aces				 "
1642,64,   A A A T 7,   3K,"   Three Aces				 "
1643,64,   A A A T 6,   3K,"   Three Aces				 "
1644,64,   A A A T 5,   3K,"   Three Aces				 "
1645,64,   A A A T 4,   3K,"   Three Aces				 "
1646,64,   A A A T 3,   3K,"   Three Aces				 "
1647,64,   A A A T 2,   3K,"   Three Aces				 "
1648,64,   A A A 9 8,   3K,"   Three Aces				 "
1649,64,   A A A 9 7,   3K,"   Three Aces				 "
1650,64,   A A A 9 6,   3K,"   Three Aces				 "
1651,64,   A A A 9 5,   3K,"   Three Aces				 "
1652,64,   A A A 9 4,   3K,"   Three Aces				 "
1653,64,   A A A 9 3,   3K,"   Three Aces				 "
1654,64,   A A A 9 2,   3K,"   Three Aces				 "
1655,64,   A A A 8 7,   3K,"   Three Aces				 "
1656,64,   A A A 8 6,   3K,"   Three Aces				 "
1657,64,   A A A 8 5,   3K,"   Three Aces				 "
1658,64,   A A A 8 4,   3K,"   Three Aces				 "
1659,64,   A A A 8 3,   3K,"   Three Aces				 "
1660,64,   A A A 8 2,   3K,"   Three Aces				 "
1661,64,   A A A 7 6,   3K,"   Three Aces				 "
1662,64,   A A A 7 5,   3K,"   Three Aces				 "
1663,64,   A A A 7 4,   3K,"   Three Aces				 "
1664,64,   A A A 7 3,   3K,"   Three Aces				 "
1665,64,   A A A 7 2,   3K,"   Three Aces				 "
1666,64,   A A A 6 5,   3K,"   Three Aces				 "
1667,64,   A A A 6 4,   3K,"   Three Aces				 "
1668,64,   A A A 6 3,   3K,"   Three Aces				 "
1669,64,   A A A 6 2,   3K,"   Three Aces				 "
1670,64,   A A A 5 4,   3K,"   Three Aces				 "
1671,64,   A A A 5 3,   3K,"   Three Aces				 "
1672,64,   A A A 5 2,   3K,"   Three Aces				 "
1673,64,   A A A 4 3,   3K,"   Three Aces				 "
1674,64,   A A A 4 2,   3K,"   Three Aces				 "
1675,64,   A A A 3 2,   3K,"   Three Aces				 "
1676,64,   K K K A Q,   3K,"   Three Kings				 "
1677,64,   K K K A J,   3K,"   Three Kings				 "
1678,64,   K K K A T,   3K,"   Three Kings				 "
1679,64,   K K K A 9,   3K,"   Three Kings				 "
1680,64,   K K K A 8,   3K,"   Three Kings				 "
1681,64,   K K K A 7,   3K,"   Three Kings				 "
1682,64,   K K K A 6,   3K,"   Three Kings				 "
1683,64,   K K K A 5,   3K,"   Three Kings				 "
1684,64,   K K K A 4,   3K,"   Three Kings				 "
1685,64,   K K K A 3,   3K,"   Three Kings				 "
1686,64,   K K K A 2,   3K,"   Three Kings				 "
1687,64,   K K K Q J,   3K,"   Three Kings				 "
1688,64,   K K K Q T,   3K,"   Three Kings				 "
1689,64,   K K K Q 9,   3K,"   Three Kings				 "
1690,64,   K K K Q 8,   3K,"   Three Kings				 "
1691,64,   K K K Q 7,   3K,"   Three Kings				 "
1692,64,   K K K Q 6,   3K,"   Three Kings				 "
1693,64,   K K K Q 5,   3K,"   Three Kings				 "
1694,64,   K K K Q 4,   3K,"   Three Kings				 "
1695,64,   K K K Q 3,   3K,"   Three Kings				 "
1696,64,   K K K Q 2,   3K,"   Three Kings				 "
1697,64,   K K K J T,   3K,"   Three Kings				 "
1698,64,   K K K J 9,   3K,"   Three Kings				 "
1699,64,   K K K J 8,   3K,"   Three Kings				 "
1700,64,   K K K J 7,   3K,"   Three Kings				 "
1701,64,   K K K J 6,   3K,"   Three Kings				 "
1702,64,   K K K J 5,   3K,"   Three Kings				 "
1703,64,   K K K J 4,   3K,"   Three Kings				 "
1704,64,   K K K J 3,   3K,"   Three Kings				 "
1705,64,   K K K J 2,   3K,"   Three Kings				 "
1706,64,   K K K T 9,   3K,"   Three Kings				 "
1707,64,   K K K T 8,   3K,"   Three Kings				 "
1708,64,   K K K T 7,   3K,"   Three Kings				 "
1709,64,   K K K T 6,   3K,"   Three Kings				 "
1710,64,   K K K T 5,   3K,"   Three Kings				 "
1711,64,   K K K T 4,   3K,"   Three Kings				 "
1712,64,   K K K T 3,   3K,"   Three Kings				 "
1713,64,   K K K T 2,   3K,"   Three Kings				 "
1714,64,   K K K 9 8,   3K,"   Three Kings				 "
1715,64,   K K K 9 7,   3K,"   Three Kings				 "
1716,64,   K K K 9 6,   3K,"   Three Kings				 "
1717,64,   K K K 9 5,   3K,"   Three Kings				 "
1718,64,   K K K 9 4,   3K,"   Three Kings				 "
1719,64,   K K K 9 3,   3K,"   Three Kings				 "
1720,64,   K K K 9 2,   3K,"   Three Kings				 "
1721,64,   K K K 8 7,   3K,"   Three Kings				 "
1722,64,   K K K 8 6,   3K,"   Three Kings				 "
1723,64,   K K K 8 5,   3K,"   Three Kings				 "
1724,64,   K K K 8 4,   3K,"   Three Kings				 "
1725,64,   K K K 8 3,   3K,"   Three Kings				 "
1726,64,   K K K 8 2,   3K,"   Three Kings				 "
1727,64,   K K K 7 6,   3K,"   Three Kings				 "
1728,64,   K K K 7 5,   3K,"   Three Kings				 "
1729,64,   K K K 7 4,   3K,"   Three Kings				 "
1730,64,   K K K 7 3,   3K,"   Three Kings				 "
1731,64,   K K K 7 2,   3K,"   Three Kings				 "
1732,64,   K K K 6 5,   3K,"   Three Kings				 "
1733,64,   K K K 6 4,   3K,"   Three Kings				 "
1734,64,   K K K 6 3,   3K,"   Three Kings				 "
1735,64,   K K K 6 2,   3K,"   Three Kings				 "
1736,64,   K K K 5 4,   3K,"   Three Kings				 "
1737,64,   K K K 5 3,   3K,"   Three Kings				 "
1738,64,   K K K 5 2,   3K,"   Three Kings				 "
1739,64,   K K K 4 3,   3K,"   Three Kings				 "
1740,64,   K K K 4 2,   3K,"   Three Kings				 "
1741,64,   K K K 3 2,   3K,"   Three Kings				 "
1742,64,   Q Q Q A K,   3K,"   Three Queens			 "
1743,64,   Q Q Q A J,   3K,"   Three Queens			 "
1744,64,   Q Q Q A T,   3K,"   Three Queens			 "
1745,64,   Q Q Q A 9,   3K,"   Three Queens			 "
1746,64,   Q Q Q A 8,   3K,"   Three Queens			 "
1747,64,   Q Q Q A 7,   3K,"   Three Queens			 "
1748,64,   Q Q Q A 6,   3K,"   Three Queens			 "
1749,64,   Q Q Q A 5,   3K,"   Three Queens			 "
1750,64,   Q Q Q A 4,   3K,"   Three Queens			 "
1751,64,   Q Q Q A 3,   3K,"   Three Queens			 "
1752,64,   Q Q Q A 2,   3K,"   Three Queens			 "
1753,64,   Q Q Q K J,   3K,"   Three Queens			 "
1754,64,   Q Q Q K T,   3K,"   Three Queens			 "
1755,64,   Q Q Q K 9,   3K,"   Three Queens			 "
1756,64,   Q Q Q K 8,   3K,"   Three Queens			 "
1757,64,   Q Q Q K 7,   3K,"   Three Queens			 "
1758,64,   Q Q Q K 6,   3K,"   Three Queens			 "
1759,64,   Q Q Q K 5,   3K,"   Three Queens			 "
1760,64,   Q Q Q K 4,   3K,"   Three Queens			 "
1761,64,   Q Q Q K 3,   3K,"   Three Queens			 "
1762,64,   Q Q Q K 2,   3K,"   Three Queens			 "
1763,64,   Q Q Q J T,   3K,"   Three Queens			 "
1764,64,   Q Q Q J 9,   3K,"   Three Queens			 "
1765,64,   Q Q Q J 8,   3K,"   Three Queens			 "
1766,64,   Q Q Q J 7,   3K,"   Three Queens			 "
1767,64,   Q Q Q J 6,   3K,"   Three Queens			 "
1768,64,   Q Q Q J 5,   3K,"   Three Queens			 "
1769,64,   Q Q Q J 4,   3K,"   Three Queens			 "
1770,64,   Q Q Q J 3,   3K,"   Three Queens			 "
1771,64,   Q Q Q J 2,   3K,"   Three Queens			 "
1772,64,   Q Q Q T 9,   3K,"   Three Queens			 "
1773,64,   Q Q Q T 8,   3K,"   Three Queens			 "
1774,64,   Q Q Q T 7,   3K,"   Three Queens			 "
1775,64,   Q Q Q T 6,   3K,"   Three Queens			 "
1776,64,   Q Q Q T 5,   3K,"   Three Queens			 "
1777,64,   Q Q Q T 4,   3K,"   Three Queens			 "
1778,64,   Q Q Q T 3,   3K,"   Three Queens			 "
1779,64,   Q Q Q T 2,   3K,"   Three Queens			 "
1780,64,   Q Q Q 9 8,   3K,"   Three Queens			 "
1781,64,   Q Q Q 9 7,   3K,"   Three Queens			 "
1782,64,   Q Q Q 9 6,   3K,"   Three Queens			 "
1783,64,   Q Q Q 9 5,   3K,"   Three Queens			 "
1784,64,   Q Q Q 9 4,   3K,"   Three Queens			 "
1785,64,   Q Q Q 9 3,   3K,"   Three Queens			 "
1786,64,   Q Q Q 9 2,   3K,"   Three Queens			 "
1787,64,   Q Q Q 8 7,   3K,"   Three Queens			 "
1788,64,   Q Q Q 8 6,   3K,"   Three Queens			 "
1789,64,   Q Q Q 8 5,   3K,"   Three Queens			 "
1790,64,   Q Q Q 8 4,   3K,"   Three Queens			 "
1791,64,   Q Q Q 8 3,   3K,"   Three Queens			 "
1792,64,   Q Q Q 8 2,   3K,"   Three Queens			 "
1793,64,   Q Q Q 7 6,   3K,"   Three Queens			 "
1794,64,   Q Q Q 7 5,   3K,"   Three Queens			 "
1795,64,   Q Q Q 7 4,   3K,"   Three Queens			 "
1796,64,   Q Q Q 7 3,   3K,"   Three Queens			 "
1797,64,   Q Q Q 7 2,   3K,"   Three Queens			 "
1798,64,   Q Q Q 6 5,   3K,"   Three Queens			 "
1799,64,   Q Q Q 6 4,   3K,"   Three Queens			 "
1800,64,   Q Q Q 6 3,   3K,"   Three Queens			 "
1801,64,   Q Q Q 6 2,   3K,"   Three Queens			 "
1802,64,   Q Q Q 5 4,   3K,"   Three Queens			 "
1803,64,   Q Q Q 5 3,   3K,"   Three Queens			 "
1804,64,   Q Q Q 5 2,   3K,"   Three Queens			 "
1805,64,   Q Q Q 4 3,   3K,"   Three Queens			 "
1806,64,   Q Q Q 4 2,   3K,"   Three Queens			 "
1807,64,   Q Q Q 3 2,   3K,"   Three Queens			 "
1808,64,   J J J A K,   3K,"   Three Jacks				 "
1809,64,   J J J A Q,   3K,"   Three Jacks				 "
1810,64,   J J J A T,   3K,"   Three Jacks				 "
1811,64,   J J J A 9,   3K,"   Three Jacks				 "
1812,64,   J J J A 8,   3K,"   Three Jacks				 "
1813,64,   J J J A 7,   3K,"   Three Jacks				 "
1814,64,   J J J A 6,   3K,"   Three Jacks				 "
1815,64,   J J J A 5,   3K,"   Three Jacks				 "
1816,64,   J J J A 4,   3K,"   Three Jacks				 "
1817,64,   J J J A 3,   3K,"   Three Jacks				 "
1818,64,   J J J A 2,   3K,"   Three Jacks				 "
1819,64,   J J J K Q,   3K,"   Three Jacks				 "
1820,64,   J J J K T,   3K,"   Three Jacks				 "
1821,64,   J J J K 9,   3K,"   Three Jacks				 "
1822,64,   J J J K 8,   3K,"   Three Jacks				 "
1823,64,   J J J K 7,   3K,"   Three Jacks				 "
1824,64,   J J J K 6,   3K,"   Three Jacks				 "
1825,64,   J J J K 5,   3K,"   Three Jacks				 "
1826,64,   J J J K 4,   3K,"   Three Jacks				 "
1827,64,   J J J K 3,   3K,"   Three Jacks				 "
1828,64,   J J J K 2,   3K,"   Three Jacks				 "
1829,64,   J J J Q T,   3K,"   Three Jacks				 "
1830,64,   J J J Q 9,   3K,"   Three Jacks				 "
1831,64,   J J J Q 8,   3K,"   Three Jacks				 "
1832,64,   J J J Q 7,   3K,"   Three Jacks				 "
1833,64,   J J J Q 6,   3K,"   Three Jacks				 "
1834,64,   J J J Q 5,   3K,"   Three Jacks				 "
1835,64,   J J J Q 4,   3K,"   Three Jacks				 "
1836,64,   J J J Q 3,   3K,"   Three Jacks				 "
1837,64,   J J J Q 2,   3K,"   Three Jacks				 "
1838,64,   J J J T 9,   3K,"   Three Jacks				 "
1839,64,   J J J T 8,   3K,"   Three Jacks				 "
1840,64,   J J J T 7,   3K,"   Three Jacks				 "
1841,64,   J J J T 6,   3K,"   Three Jacks				 "
1842,64,   J J J T 5,   3K,"   Three Jacks				 "
1843,64,   J J J T 4,   3K,"   Three Jacks				 "
1844,64,   J J J T 3,   3K,"   Three Jacks				 "
1845,64,   J J J T 2,   3K,"   Three Jacks				 "
1846,64,   J J J 9 8,   3K,"   Three Jacks				 "
1847,64,   J J J 9 7,   3K,"   Three Jacks				 "
1848,64,   J J J 9 6,   3K,"   Three Jacks				 "
1849,64,   J J J 9 5,   3K,"   Three Jacks				 "
1850,64,   J J J 9 4,   3K,"   Three Jacks				 "
1851,64,   J J J 9 3,   3K,"   Three Jacks				 "
1852,64,   J J J 9 2,   3K,"   Three Jacks				 "
1853,64,   J J J 8 7,   3K,"   Three Jacks				 "
1854,64,   J J J 8 6,   3K,"   Three Jacks				 "
1855,64,   J J J 8 5,   3K,"   Three Jacks				 "
1856,64,   J J J 8 4,   3K,"   Three Jacks				 "
1857,64,   J J J 8 3,   3K,"   Three Jacks				 "
1858,64,   J J J 8 2,   3K,"   Three Jacks				 "
1859,64,   J J J 7 6,   3K,"   Three Jacks				 "
1860,64,   J J J 7 5,   3K,"   Three Jacks				 "
1861,64,   J J J 7 4,   3K,"   Three Jacks				 "
1862,64,   J J J 7 3,   3K,"   Three Jacks				 "
1863,64,   J J J 7 2,   3K,"   Three Jacks				 "
1864,64,   J J J 6 5,   3K,"   Three Jacks				 "
1865,64,   J J J 6 4,   3K,"   Three Jacks				 "
1866,64,   J J J 6 3,   3K,"   Three Jacks				 "
1867,64,   J J J 6 2,   3K,"   Three Jacks				 "
1868,64,   J J J 5 4,   3K,"   Three Jacks				 "
1869,64,   J J J 5 3,   3K,"   Three Jacks				 "
1870,64,   J J J 5 2,   3K,"   Three Jacks				 "
1871,64,   J J J 4 3,   3K,"   Three Jacks				 "
1872,64,   J J J 4 2,   3K,"   Three Jacks				 "
1873,64,   J J J 3 2,   3K,"   Three Jacks				 "
1874,64,   T T T A K,   3K,"   Three Tens				 "
1875,64,   T T T A Q,   3K,"   Three Tens				 "
1876,64,   T T T A J,   3K,"   Three Tens				 "
1877,64,   T T T A 9,   3K,"   Three Tens				 "
1878,64,   T T T A 8,   3K,"   Three Tens				 "
1879,64,   T T T A 7,   3K,"   Three Tens				 "
1880,64,   T T T A 6,   3K,"   Three Tens				 "
1881,64,   T T T A 5,   3K,"   Three Tens				 "
1882,64,   T T T A 4,   3K,"   Three Tens				 "
1883,64,   T T T A 3,   3K,"   Three Tens				 "
1884,64,   T T T A 2,   3K,"   Three Tens				 "
1885,64,   T T T K Q,   3K,"   Three Tens				 "
1886,64,   T T T K J,   3K,"   Three Tens				 "
1887,64,   T T T K 9,   3K,"   Three Tens				 "
1888,64,   T T T K 8,   3K,"   Three Tens				 "
1889,64,   T T T K 7,   3K,"   Three Tens				 "
1890,64,   T T T K 6,   3K,"   Three Tens				 "
1891,64,   T T T K 5,   3K,"   Three Tens				 "
1892,64,   T T T K 4,   3K,"   Three Tens				 "
1893,64,   T T T K 3,   3K,"   Three Tens				 "
1894,64,   T T T K 2,   3K,"   Three Tens				 "
1895,64,   T T T Q J,   3K,"   Three Tens				 "
1896,64,   T T T Q 9,   3K,"   Three Tens				 "
1897,64,   T T T Q 8,   3K,"   Three Tens				 "
1898,64,   T T T Q 7,   3K,"   Three Tens				 "
1899,64,   T T T Q 6,   3K,"   Three Tens				 "
1900,64,   T T T Q 5,   3K,"   Three Tens				 "
1901,64,   T T T Q 4,   3K,"   Three Tens				 "
1902,64,   T T T Q 3,   3K,"   Three Tens				 "
1903,64,   T T T Q 2,   3K,"   Three Tens				 "
1904,64,   T T T J 9,   3K,"   Three Tens				 "
1905,64,   T T T J 8,   3K,"   Three Tens				 "
1906,64,   T T T J 7,   3K,"   Three Tens				 "
1907,64,   T T T J 6,   3K,"   Three Tens				 "
1908,64,   T T T J 5,   3K,"   Three Tens				 "
1909,64,   T T T J 4,   3K,"   Three Tens				 "
1910,64,   T T T J 3,   3K,"   Three Tens				 "
1911,64,   T T T J 2,   3K,"   Three Tens				 "
1912,64,   T T T 9 8,   3K,"   Three Tens				 "
1913,64,   T T T 9 7,   3K,"   Three Tens				 "
1914,64,   T T T 9 6,   3K,"   Three Tens				 "
1915,64,   T T T 9 5,   3K,"   Three Tens				 "
1916,64,   T T T 9 4,   3K,"   Three Tens				 "
1917,64,   T T T 9 3,   3K,"   Three Tens				 "
1918,64,   T T T 9 2,   3K,"   Three Tens				 "
1919,64,   T T T 8 7,   3K,"   Three Tens				 "
1920,64,   T T T 8 6,   3K,"   Three Tens				 "
1921,64,   T T T 8 5,   3K,"   Three Tens				 "
1922,64,   T T T 8 4,   3K,"   Three Tens				 "
1923,64,   T T T 8 3,   3K,"   Three Tens				 "
1924,64,   T T T 8 2,   3K,"   Three Tens				 "
1925,64,   T T T 7 6,   3K,"   Three Tens				 "
1926,64,   T T T 7 5,   3K,"   Three Tens				 "
1927,64,   T T T 7 4,   3K,"   Three Tens				 "
1928,64,   T T T 7 3,   3K,"   Three Tens				 "
1929,64,   T T T 7 2,   3K,"   Three Tens				 "
1930,64,   T T T 6 5,   3K,"   Three Tens				 "
1931,64,   T T T 6 4,   3K,"   Three Tens				 "
1932,64,   T T T 6 3,   3K,"   Three Tens				 "
1933,64,   T T T 6 2,   3K,"   Three Tens				 "
1934,64,   T T T 5 4,   3K,"   Three Tens				 "
1935,64,   T T T 5 3,   3K,"   Three Tens				 "
1936,64,   T T T 5 2,   3K,"   Three Tens				 "
1937,64,   T T T 4 3,   3K,"   Three Tens				 "
1938,64,   T T T 4 2,   3K,"   Three Tens				 "
1939,64,   T T T 3 2,   3K,"   Three Tens				 "
1940,64,   9 9 9 A K,   3K,"   Three Nines				 "
1941,64,   9 9 9 A Q,   3K,"   Three Nines				 "
1942,64,   9 9 9 A J,   3K,"   Three Nines				 "
1943,64,   9 9 9 A T,   3K,"   Three Nines				 "
1944,64,   9 9 9 A 8,   3K,"   Three Nines				 "
1945,64,   9 9 9 A 7,   3K,"   Three Nines				 "
1946,64,   9 9 9 A 6,   3K,"   Three Nines				 "
1947,64,   9 9 9 A 5,   3K,"   Three Nines				 "
1948,64,   9 9 9 A 4,   3K,"   Three Nines				 "
1949,64,   9 9 9 A 3,   3K,"   Three Nines				 "
1950,64,   9 9 9 A 2,   3K,"   Three Nines				 "
1951,64,   9 9 9 K Q,   3K,"   Three Nines				 "
1952,64,   9 9 9 K J,   3K,"   Three Nines				 "
1953,64,   9 9 9 K T,   3K,"   Three Nines				 "
1954,64,   9 9 9 K 8,   3K,"   Three Nines				 "
1955,64,   9 9 9 K 7,   3K,"   Three Nines				 "
1956,64,   9 9 9 K 6,   3K,"   Three Nines				 "
1957,64,   9 9 9 K 5,   3K,"   Three Nines				 "
1958,64,   9 9 9 K 4,   3K,"   Three Nines				 "
1959,64,   9 9 9 K 3,   3K,"   Three Nines				 "
1960,64,   9 9 9 K 2,   3K,"   Three Nines				 "
1961,64,   9 9 9 Q J,   3K,"   Three Nines				 "
1962,64,   9 9 9 Q T,   3K,"   Three Nines				 "
1963,64,   9 9 9 Q 8,   3K,"   Three Nines				 "
1964,64,   9 9 9 Q 7,   3K,"   Three Nines				 "
1965,64,   9 9 9 Q 6,   3K,"   Three Nines				 "
1966,64,   9 9 9 Q 5,   3K,"   Three Nines				 "
1967,64,   9 9 9 Q 4,   3K,"   Three Nines				 "
1968,64,   9 9 9 Q 3,   3K,"   Three Nines				 "
1969,64,   9 9 9 Q 2,   3K,"   Three Nines				 "
1970,64,   9 9 9 J T,   3K,"   Three Nines				 "
1971,64,   9 9 9 J 8,   3K,"   Three Nines				 "
1972,64,   9 9 9 J 7,   3K,"   Three Nines				 "
1973,64,   9 9 9 J 6,   3K,"   Three Nines				 "
1974,64,   9 9 9 J 5,   3K,"   Three Nines				 "
1975,64,   9 9 9 J 4,   3K,"   Three Nines				 "
1976,64,   9 9 9 J 3,   3K,"   Three Nines				 "
1977,64,   9 9 9 J 2,   3K,"   Three Nines				 "
1978,64,   9 9 9 T 8,   3K,"   Three Nines				 "
1979,64,   9 9 9 T 7,   3K,"   Three Nines				 "
1980,64,   9 9 9 T 6,   3K,"   Three Nines				 "
1981,64,   9 9 9 T 5,   3K,"   Three Nines				 "
1982,64,   9 9 9 T 4,   3K,"   Three Nines				 "
1983,64,   9 9 9 T 3,   3K,"   Three Nines				 "
1984,64,   9 9 9 T 2,   3K,"   Three Nines				 "
1985,64,   9 9 9 8 7,   3K,"   Three Nines				 "
1986,64,   9 9 9 8 6,   3K,"   Three Nines				 "
1987,64,   9 9 9 8 5,   3K,"   Three Nines				 "
1988,64,   9 9 9 8 4,   3K,"   Three Nines				 "
1989,64,   9 9 9 8 3,   3K,"   Three Nines				 "
1990,64,   9 9 9 8 2,   3K,"   Three Nines				 "
1991,64,   9 9 9 7 6,   3K,"   Three Nines				 "
1992,64,   9 9 9 7 5,   3K,"   Three Nines				 "
1993,64,   9 9 9 7 4,   3K,"   Three Nines				 "
1994,64,   9 9 9 7 3,   3K,"   Three Nines				 "
1995,64,   9 9 9 7 2,   3K,"   Three Nines				 "
1996,64,   9 9 9 6 5,   3K,"   Three Nines				 "
1997,64,   9 9 9 6 4,   3K,"   Three Nines				 "
1998,64,   9 9 9 6 3,   3K,"   Three Nines				 "
1999,64,   9 9 9 6 2,   3K,"   Three Nines				 "
2000,64,   9 9 9 5 4,   3K,"   Three Nines				 "
2001,64,   9 9 9 5 3,   3K,"   Three Nines				 "
2002,64,   9 9 9 5 2,   3K,"   Three Nines				 "
2003,64,   9 9 9 4 3,   3K,"   Three Nines				 "
2004,64,   9 9 9 4 2,   3K,"   Three Nines				 "
2005,64,   9 9 9 3 2,   3K,"   Three Nines				 "
2006,64,   8 8 8 A K,   3K,"   Three Eights			 "
2007,64,   8 8 8 A Q,   3K,"   Three Eights			 "
2008,64,   8 8 8 A J,   3K,"   Three Eights			 "
2009,64,   8 8 8 A T,   3K,"   Three Eights			 "
2010,64,   8 8 8 A 9,   3K,"   Three Eights			 "
2011,64,   8 8 8 A 7,   3K,"   Three Eights			 "
2012,64,   8 8 8 A 6,   3K,"   Three Eights			 "
2013,64,   8 8 8 A 5,   3K,"   Three Eights			 "
2014,64,   8 8 8 A 4,   3K,"   Three Eights			 "
2015,64,   8 8 8 A 3,   3K,"   Three Eights			 "
2016,64,   8 8 8 A 2,   3K,"   Three Eights			 "
2017,64,   8 8 8 K Q,   3K,"   Three Eights			 "
2018,64,   8 8 8 K J,   3K,"   Three Eights			 "
2019,64,   8 8 8 K T,   3K,"   Three Eights			 "
2020,64,   8 8 8 K 9,   3K,"   Three Eights			 "
2021,64,   8 8 8 K 7,   3K,"   Three Eights			 "
2022,64,   8 8 8 K 6,   3K,"   Three Eights			 "
2023,64,   8 8 8 K 5,   3K,"   Three Eights			 "
2024,64,   8 8 8 K 4,   3K,"   Three Eights			 "
